,X,Y,S_02_ID_x,DNAME_2002,D_02_ID_x,C_02_ID_x,SNAME_2002_x,CNAME_2002_x,2002_CENSU,PROJ_POP_J,Urban,Cvrg2008,FID_1,FID_1_1,SN,DISTRICT,VILLAGE,SOURCE_NAM,FUND_AGENC,YEAR_CONST,SOURCE_TYP,OWNER_TYPE,STATUS,DEPTH,SWL,YIELD,RECEIVED_N,RECEIVED_E,WSSC__EXIS,WSSC_TRAIN,CONTRACTOR,Y_UTM200,DNAME_2010,DNAME_2006,CNAME_2006,SNAME_2006,PNAME_2006,FID_2,D_02_ID_y,PNAME_2002,P_02_ID,YPE,LABEL_P,DTW,DEPTH_clean,uid
3892,32.575,3.461003089,305208,4,305,3052,64,13,12786,16185,0,88,837,838,1512,3,467,444,58,116,0,4,7,50.26,25,0.5,450691,382517,6,10,21,582517,14,4,12,59,83,407,305,78,30520803,3,78,3.5,50.26,3892
22,33.125,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1442,1443,590,2,415,406,58,116,0,4,7,50.25,22.56,2.7,512439,358903,6,10,21,558903,4,4,6,25,233,572,305,224,30510604,3,224,3.5,50.25,22
23,33.075,3.261003089,305106,4,305,3051,28,5,13027,16490,0,76,1442,1443,590,2,415,406,58,116,0,4,7,50.25,22.56,2.7,512439,358903,6,10,21,558903,4,4,6,25,233,572,305,224,30510604,3,224,3.5,50.25,23
24,33.125,3.261003089,305106,4,305,3051,28,5,13027,16490,0,76,1442,1443,590,2,415,406,58,116,0,4,7,50.25,22.56,2.7,512439,358903,6,10,21,558903,4,4,6,25,233,572,305,224,30510604,3,224,3.5,50.25,24
10351,32.625,3.411003089,305207,4,305,3052,63,13,12639,15999,0,95,926,927,1458,3,247,259,58,116,0,4,7,50.16,11.27,2,460260,376275,6,10,21,576275,14,4,12,58,224,439,305,215,30520705,3,215,3.5,50.16,10351
10352,32.675,3.411003089,305207,4,305,3052,63,13,12639,15999,0,95,926,927,1458,3,247,259,58,116,0,4,7,50.16,11.27,2,460260,376275,6,10,21,576275,14,4,12,58,224,439,305,215,30520705,3,215,3.5,50.16,10352
10353,32.625,3.361003089,305207,4,305,3052,63,13,12639,15999,0,95,926,927,1458,3,247,259,58,116,0,4,7,50.16,11.27,2,460260,376275,6,10,21,576275,14,4,12,58,224,439,305,215,30520705,3,215,16,50.16,10353
138,33.075,3.261003089,305106,4,305,3051,28,5,13027,16490,0,76,1291,1292,284,2,190,569,58,114,3,4,7,50.14,,1,506481,361031,2,4,15,561031,4,4,6,19,58,545,305,55,30510201,3,55,3.5,50.14,138
139,33.075,3.311003089,305109,4,305,3051,49,5,16570,20975,0,79,1291,1292,284,2,190,569,58,114,3,4,7,50.14,,1,506481,361031,2,4,15,561031,4,4,6,19,58,545,305,55,30510201,3,55,3.5,50.14,139
140,33.025,3.261003089,305102,4,305,3051,22,5,11666,14767,0,95,1291,1292,284,2,190,569,58,114,3,4,7,50.14,,1,506481,361031,2,4,15,561031,4,4,6,19,58,545,305,55,30510201,3,55,16,50.14,140
3839,32.475,3.411003089,305204,4,305,3052,67,13,8551,10824,0,95,832,833,1507,3,470,456,58,115,0,4,7,50.07,26,1.5,444271,374554,6,10,15,574554,14,4,12,59,83,407,305,78,30520803,3,78,3.5,50.07,3839
3840,32.525,3.411003089,305204,4,305,3052,67,13,8551,10824,0,95,832,833,1507,3,470,456,58,115,0,4,7,50.07,26,1.5,444271,374554,6,10,15,574554,14,4,12,59,83,407,305,78,30520803,3,78,3.5,50.07,3840
3841,32.475,3.361003089,305204,4,305,3052,67,13,8551,10824,0,95,832,833,1507,3,470,456,58,115,0,4,7,50.07,26,1.5,444271,374554,6,10,15,574554,14,4,12,59,83,407,305,78,30520803,3,78,3.5,50.07,3841
3842,32.525,3.361003089,305208,4,305,3052,64,13,12786,16185,0,88,832,833,1507,3,470,456,58,115,0,4,7,50.07,26,1.5,444271,374554,6,10,15,574554,14,4,12,59,83,407,305,78,30520803,3,78,3.5,50.07,3842
4576,33.525,3.461003089,305110,4,305,3051,52,5,22469,28443,0,81,753,754,1110,2,538,505,1,0,0,1,7,50,36,,561017,384741,1,17,0,584741,4,4,6,48,71,364,305,67,30511002,3,67,3.5,50,4576
4577,33.575,3.461003089,305110,4,305,3051,52,5,22469,28443,0,81,753,754,1110,2,538,505,1,0,0,1,7,50,36,,561017,384741,1,17,0,584741,4,4,6,48,71,364,305,67,30511002,3,67,3.5,50,4577
4578,33.525,3.511003089,305110,4,305,3051,52,5,22469,28443,0,81,753,754,1110,2,538,505,1,0,0,1,7,50,36,,561017,384741,1,17,0,584741,4,4,6,48,71,364,305,67,30511002,3,67,3.5,50,4578
4579,33.575,3.511003089,305110,4,305,3051,52,5,22469,28443,0,81,753,754,1110,2,538,505,1,0,0,1,7,50,36,,561017,384741,1,17,0,584741,4,4,6,48,71,364,305,67,30511002,3,67,3.5,50,4579
4686,33.425,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,885,886,1163,2,503,777,31,113,0,1,7,50,20,,552143,376911,1,10,0,576911,4,4,6,48,117,423,305,111,30511004,3,111,3.5,50,4686
4687,33.475,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,885,886,1163,2,503,777,31,113,0,1,7,50,20,,552143,376911,1,10,0,576911,4,4,6,48,117,423,305,111,30511004,3,111,3.5,50,4687
4688,33.475,3.361003089,305110,4,305,3051,52,5,22469,28443,0,81,885,886,1163,2,503,777,31,113,0,1,7,50,20,,552143,376911,1,10,0,576911,4,4,6,48,117,423,305,111,30511004,3,111,3.5,50,4688
4689,33.425,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,886,887,1164,2,503,664,1,0,0,1,7,50,18,,551927,376996,1,17,0,576996,4,4,6,48,117,423,305,111,30511004,3,111,3.5,50,4689
4690,33.475,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,886,887,1164,2,503,664,1,0,0,1,7,50,18,,551927,376996,1,17,0,576996,4,4,6,48,117,423,305,111,30511004,3,111,3.5,50,4690
7486,32.775,3.461003089,305206,4,305,3052,58,13,11869,15024,0,95,849,850,1319,3,141,707,48,113,0,4,7,50,8,0.4,3,33,6,10,0,585441,14,4,12,53,91,409,305,86,30520602,3,86,16,50,7486
7487,32.825,3.461003089,305206,4,305,3052,58,13,11869,15024,0,95,849,850,1319,3,141,707,48,113,0,4,7,50,8,0.4,3,33,6,10,0,585441,14,4,12,53,91,409,305,86,30520602,3,86,3.5,50,7487
7488,32.775,3.511003089,305206,4,305,3052,58,13,11869,15024,0,95,849,850,1319,3,141,707,48,113,0,4,7,50,8,0.4,3,33,6,10,0,585441,14,4,12,53,91,409,305,86,30520602,3,86,3.5,50,7488
7489,32.825,3.511003089,305205,4,305,3052,57,13,12667,16035,0,94,849,850,1319,3,141,707,48,113,0,4,7,50,8,0.4,3,33,6,10,0,585441,14,4,12,53,91,409,305,86,30520602,3,86,3.5,50,7489
10728,32.875,3.311003089,305101,4,305,3051,21,5,0,0,1,0,1377,1378,415,2,154,117,48,113,0,4,7,50,4.51,1.5,3,33,6,10,0,562911,4,4,6,18,209,561,305,200,30510107,3,200,3.5,50,10728
10729,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1377,1378,415,2,154,117,48,113,0,4,7,50,4.51,1.5,3,33,6,10,0,562911,4,4,6,18,209,561,305,200,30510107,3,200,3.5,50,10729
10730,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1377,1378,415,2,154,117,48,113,0,4,7,50,4.51,1.5,3,33,6,10,0,562911,4,4,6,18,209,561,305,200,30510107,3,200,16,50,10730
10879,32.875,3.311003089,305101,4,305,3051,21,5,0,0,1,0,1347,1348,474,2,462,441,48,112,0,4,7,50,15.59,2.7,3,33,6,16,0,564723,4,4,6,18,42,553,305,39,30510102,3,39,3.5,50,10879
10880,32.925,3.311003089,305105,4,305,3051,27,5,8793,11131,0,95,1347,1348,474,2,462,441,48,112,0,4,7,50,15.59,2.7,3,33,6,16,0,564723,4,4,6,18,42,553,305,39,30510102,3,39,3.5,50,10880
10881,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1347,1348,474,2,462,441,48,112,0,4,7,50,15.59,2.7,3,33,6,16,0,564723,4,4,6,18,42,553,305,39,30510102,3,39,3.5,50,10881
7528,32.825,3.461003089,305206,4,305,3052,58,13,11869,15024,0,95,857,858,1336,3,334,900,1,0,0,4,7,49.8,,0.32,482461,382621,5,9,0,582621,14,4,12,53,91,409,305,86,30520602,3,86,3.5,49.8,7528
7529,32.875,3.461003089,305205,4,305,3052,57,13,12667,16035,0,94,857,858,1336,3,334,900,1,0,0,4,7,49.8,,0.32,482461,382621,5,9,0,582621,14,4,12,53,91,409,305,86,30520602,3,86,3.5,49.8,7529
3,33.125,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1536,1537,550,2,458,206,8,115,0,4,7,49,15.51,3.7,514947,351590,6,16,20,551590,4,4,6,25,82,601,305,77,30510601,3,77,3.5,49,3
4,33.125,3.161003089,305106,4,305,3051,28,5,13027,16490,0,76,1536,1537,550,2,458,206,8,115,0,4,7,49,15.51,3.7,514947,351590,6,16,20,551590,4,4,6,25,82,601,305,77,30510601,3,77,3.5,49,4
5,33.175,3.161003089,312210,9,312,3122,74,0,19953,26599,0,28,1536,1537,550,2,458,206,8,115,0,4,7,49,15.51,3.7,514947,351590,6,16,20,551590,4,4,6,25,82,601,305,77,30510601,3,77,3.5,49,5
10206,32.975,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,535,536,30,3,38,585,59,114,0,4,7,48.8,12.5,10,502091,420404,6,10,3,620404,14,4,12,3,170,280,305,161,30520103,3,161,3.5,48.8,10206
10207,33.025,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,535,536,30,3,38,585,59,114,0,4,7,48.8,12.5,10,502091,420404,6,10,3,620404,14,4,12,3,170,280,305,161,30520103,3,161,3.5,48.8,10207
10208,33.025,3.761003089,305201,4,305,3052,3,13,16543,20941,0,73,535,536,30,3,38,585,59,114,0,4,7,48.8,12.5,10,502091,420404,6,10,3,620404,14,4,12,3,170,280,305,161,30520103,3,161,3.5,48.8,10208
10212,32.975,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,522,524,32,3,38,25,59,114,0,15,7,48.8,14.13,3,501909,420799,6,16,3,620799,14,4,12,3,136,279,305,130,30520102,3,130,3.5,48.8,10212
10213,33.025,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,522,524,32,3,38,25,59,114,0,15,7,48.8,14.13,3,501909,420799,6,16,3,620799,14,4,12,3,136,279,305,130,30520102,3,130,3.5,48.8,10213
10214,33.025,3.761003089,305201,4,305,3052,3,13,16543,20941,0,73,522,524,32,3,38,25,59,114,0,15,7,48.8,14.13,3,501909,420799,6,16,3,620799,14,4,12,3,136,279,305,130,30520102,3,130,3.5,48.8,10214
10215,32.975,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,523,525,33,3,488,845,59,114,0,4,7,48.75,14,4.4,502051,420876,6,10,3,620876,14,4,12,3,136,279,305,130,30520102,3,130,3.5,48.75,10215
10216,33.025,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,523,525,33,3,488,845,59,114,0,4,7,48.75,14,4.4,502051,420876,6,10,3,620876,14,4,12,3,136,279,305,130,30520102,3,130,3.5,48.75,10216
10217,33.025,3.761003089,305201,4,305,3052,3,13,16543,20941,0,73,523,525,33,3,488,845,59,114,0,4,7,48.75,14,4.4,502051,420876,6,10,3,620876,14,4,12,3,136,279,305,130,30520102,3,130,3.5,48.75,10217
228,32.975,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1509,1510,584,2,436,794,58,115,0,4,7,48.7,27.91,1.5,499897,357728,6,10,3,557728,4,4,6,25,162,586,305,154,30510603,3,154,16,48.7,228
229,33.025,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1509,1510,584,2,436,794,58,115,0,4,7,48.7,27.91,1.5,499897,357728,6,10,3,557728,4,4,6,25,162,586,305,154,30510603,3,154,16,48.7,229
230,32.975,3.261003089,305102,4,305,3051,22,5,11666,14767,0,95,1509,1510,584,2,436,794,58,115,0,4,7,48.7,27.91,1.5,499897,357728,6,10,3,557728,4,4,6,25,162,586,305,154,30510603,3,154,16,48.7,230
231,33.025,3.261003089,305102,4,305,3051,22,5,11666,14767,0,95,1509,1510,584,2,436,794,58,115,0,4,7,48.7,27.91,1.5,499897,357728,6,10,3,557728,4,4,6,25,162,586,305,154,30510603,3,154,16,48.7,231
10203,32.975,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,526,18,10,2,488,465,79,0,0,1,7,48.64,15,15,501867,4420294,1,1,0,620294,14,4,12,3,170,280,305,161,30520103,3,161,3.5,48.64,10203
10204,33.025,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,526,18,10,2,488,465,79,0,0,1,7,48.64,15,15,501867,4420294,1,1,0,620294,14,4,12,3,170,280,305,161,30520103,3,161,3.5,48.64,10204
10205,33.025,3.761003089,305201,4,305,3052,3,13,16543,20941,0,73,526,18,10,2,488,465,79,0,0,1,7,48.64,15,15,501867,4420294,1,1,0,620294,14,4,12,3,170,280,305,161,30520103,3,161,3.5,48.64,10205
10354,32.625,3.411003089,305207,4,305,3052,63,13,12639,15999,0,95,927,928,1459,3,307,333,31,117,0,4,7,48.08,26.86,1.74,460766,376813,6,10,3,576813,14,4,12,58,224,439,305,215,30520705,3,215,3.5,48.08,10354
10355,32.675,3.411003089,305207,4,305,3052,63,13,12639,15999,0,95,927,928,1459,3,307,333,31,117,0,4,7,48.08,26.86,1.74,460766,376813,6,10,3,576813,14,4,12,58,224,439,305,215,30520705,3,215,3.5,48.08,10355
10397,32.775,3.311003089,305103,4,305,3051,25,5,12858,16276,0,95,1068,1069,145,2,356,770,31,117,0,4,7,48.08,20.7,0.8,478658,364750,6,10,3,564750,4,4,6,22,196,493,305,187,30510303,3,187,3.5,48.08,10397
10398,32.825,3.311003089,305103,4,305,3051,25,5,12858,16276,0,95,1068,1069,145,2,356,770,31,117,0,4,7,48.08,20.7,0.8,478658,364750,6,10,3,564750,4,4,6,22,196,493,305,187,30510303,3,187,3.5,48.08,10398
10399,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1068,1069,145,2,356,770,31,117,0,4,7,48.08,20.7,0.8,478658,364750,6,10,3,564750,4,4,6,22,196,493,305,187,30510303,3,187,3.5,48.08,10399
150,33.075,3.261003089,305106,4,305,3051,28,5,13027,16490,0,76,1294,1295,288,2,190,414,79,111,0,4,7,48.06,36.8,1.1,506204,361268,6,16,0,561268,4,4,6,19,58,545,305,55,30510201,3,55,3.5,48.06,150
151,33.075,3.311003089,305109,4,305,3051,49,5,16570,20975,0,79,1294,1295,288,2,190,414,79,111,0,4,7,48.06,36.8,1.1,506204,361268,6,16,0,561268,4,4,6,19,58,545,305,55,30510201,3,55,3.5,48.06,151
152,33.025,3.261003089,305102,4,305,3051,22,5,11666,14767,0,95,1294,1295,288,2,190,414,79,111,0,4,7,48.06,36.8,1.1,506204,361268,6,16,0,561268,4,4,6,19,58,545,305,55,30510201,3,55,16,48.06,152
4281,32.925,3.611003089,305209,4,305,3052,66,13,9954,12600,0,83,627,628,1614,3,785,904,31,110,0,4,7,48,,1.5,493523,397122,6,10,17,597122,14,4,12,61,203,308,305,194,30520902,3,194,3.5,48,4281
4282,32.975,3.611003089,305209,4,305,3052,66,13,9954,12600,0,83,627,628,1614,3,785,904,31,110,0,4,7,48,,1.5,493523,397122,6,10,17,597122,14,4,12,61,203,308,305,194,30520902,3,194,3.5,48,4282
4283,32.925,3.561003089,305209,4,305,3052,66,13,9954,12600,0,83,627,628,1614,3,785,904,31,110,0,4,7,48,,1.5,493523,397122,6,10,17,597122,14,4,12,61,203,308,305,194,30520902,3,194,3.5,48,4283
4284,32.975,3.561003089,305209,4,305,3052,66,13,9954,12600,0,83,627,628,1614,3,785,904,31,110,0,4,7,48,,1.5,493523,397122,6,10,17,597122,14,4,12,61,203,308,305,194,30520902,3,194,3.5,48,4284
4717,33.525,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,890,891,1198,2,1,890,8,115,0,4,7,48,18.65,1.9,3.40592,33.538585,6,10,20,576478,4,4,6,48,117,423,305,111,30511004,3,111,16,48,4717
4718,33.575,3.411003089,305110,4,305,3051,52,5,22469,28443,0,81,890,891,1198,2,1,890,8,115,0,4,7,48,18.65,1.9,3.40592,33.538585,6,10,20,576478,4,4,6,48,117,423,305,111,30511004,3,111,16,48,4718
4719,33.525,3.361003089,305110,4,305,3051,52,5,22469,28443,0,81,890,891,1198,2,1,890,8,115,0,4,7,48,18.65,1.9,3.40592,33.538585,6,10,20,576478,4,4,6,48,117,423,305,111,30511004,3,111,16,48,4719
10158,32.875,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,596,597,46,3,391,780,49,115,0,16,7,48,23,0.75,487141,411020,2,4,3,611020,14,4,12,3,241,298,305,232,30520105,3,232,3.5,48,10158
10159,32.925,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,596,597,46,3,391,780,49,115,0,16,7,48,23,0.75,487141,411020,2,4,3,611020,14,4,12,3,241,298,305,232,30520105,3,232,3.5,48,10159
10160,32.875,3.761003089,305201,4,305,3052,3,13,16543,20941,0,73,596,597,46,3,391,780,49,115,0,16,7,48,23,0.75,487141,411020,2,4,3,611020,14,4,12,3,241,298,305,232,30520105,3,232,3.5,48,10160
10170,32.875,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,610,611,18,3,776,726,79,116,0,18,7,48,7.22,1.01,489541,411216,6,10,3,611216,14,4,12,3,229,299,305,220,30520104,3,220,3.5,48,10170
10171,32.925,3.711003089,305201,4,305,3052,3,13,16543,20941,0,73,610,611,18,3,776,726,79,116,0,18,7,48,7.22,1.01,489541,411216,6,10,3,611216,14,4,12,3,229,299,305,220,30520104,3,220,3.5,48,10171
10172,32.925,3.761003089,305201,4,305,3052,3,13,16543,20941,0,73,610,611,18,3,776,726,79,116,0,18,7,48,7.22,1.01,489541,411216,6,10,3,611216,14,4,12,3,229,299,305,220,30520104,3,220,3.5,48,10172
4435,33.075,3.611003089,305203,4,305,3052,40,13,10298,13036,0,95,677,678,824,3,214,769,79,114,0,4,7,47.85,14.71,1,509950,399037,6,16,0,599037,14,4,12,37,64,339,305,60,30520301,3,60,3.5,47.85,4435
4436,33.125,3.611003089,305203,4,305,3052,40,13,10298,13036,0,95,677,678,824,3,214,769,79,114,0,4,7,47.85,14.71,1,509950,399037,6,16,0,599037,14,4,12,37,64,339,305,60,30520301,3,60,16,47.85,4436
7832,33.025,3.411003089,305107,4,305,3051,42,5,15060,19064,0,95,992,993,886,2,389,378,31,111,0,4,7,47.7,8.1,5.29,504256,374387,6,10,0,574387,4,4,6,39,195,459,305,186,30510705,3,186,3.5,47.7,7832
7833,33.075,3.411003089,305107,4,305,3051,42,5,15060,19064,0,95,992,993,886,2,389,378,31,111,0,4,7,47.7,8.1,5.29,504256,374387,6,10,0,574387,4,4,6,39,195,459,305,186,30510705,3,186,16,47.7,7833
7834,33.025,3.361003089,305107,4,305,3051,42,5,15060,19064,0,95,992,993,886,2,389,378,31,111,0,4,7,47.7,8.1,5.29,504256,374387,6,10,0,574387,4,4,6,39,195,459,305,186,30510705,3,186,3.5,47.7,7834
7835,33.075,3.361003089,305107,4,305,3051,42,5,15060,19064,0,95,992,993,886,2,389,378,31,111,0,4,7,47.7,8.1,5.29,504256,374387,6,10,0,574387,4,4,6,39,195,459,305,186,30510705,3,186,16,47.7,7835
7797,32.975,3.411003089,305107,4,305,3051,42,5,15060,19064,0,95,983,984,938,2,215,562,79,111,0,4,7,47.66,21.35,2,502448,376839,6,16,0,576839,4,4,6,39,264,455,305,255,30510709,3,255,16,47.66,7797
7798,33.025,3.411003089,305107,4,305,3051,42,5,15060,19064,0,95,983,984,938,2,215,562,79,111,0,4,7,47.66,21.35,2,502448,376839,6,16,0,576839,4,4,6,39,264,455,305,255,30510709,3,255,3.5,47.66,7798
7799,33.025,3.361003089,305107,4,305,3051,42,5,15060,19064,0,95,983,984,938,2,215,562,79,111,0,4,7,47.66,21.35,2,502448,376839,6,16,0,576839,4,4,6,39,264,455,305,255,30510709,3,255,3.5,47.66,7799
156,33.075,3.261003089,305106,4,305,3051,28,5,13027,16490,0,76,1296,1297,290,2,190,865,79,111,0,4,7,47.57,28.92,2.6,506611,361302,6,16,0,561302,4,4,6,19,58,545,305,55,30510201,3,55,3.5,47.57,156
157,33.075,3.311003089,305109,4,305,3051,49,5,16570,20975,0,79,1296,1297,290,2,190,865,79,111,0,4,7,47.57,28.92,2.6,506611,361302,6,16,0,561302,4,4,6,19,58,545,305,55,30510201,3,55,3.5,47.57,157
158,33.025,3.261003089,305102,4,305,3051,22,5,11666,14767,0,95,1296,1297,290,2,190,865,79,111,0,4,7,47.57,28.92,2.6,506611,361302,6,16,0,561302,4,4,6,19,58,545,305,55,30510201,3,55,16,47.57,158
4323,32.925,3.461003089,305209,4,305,3052,66,13,9954,12600,0,83,694,695,1250,3,654,616,1,81,0,1,7,46.9,,0.3,488514,382633,6,10,0,582633,14,4,12,61,39,342,305,36,30520901,3,36,3.5,46.9,4323
4324,32.875,3.461003089,305205,4,305,3052,57,13,12667,16035,0,94,694,695,1250,3,654,616,1,81,0,1,7,46.9,,0.3,488514,382633,6,10,0,582633,14,4,12,61,39,342,305,36,30520901,3,36,3.5,46.9,4324
252,32.975,3.211003089,305106,4,305,3051,28,5,13027,16490,0,76,1407,1408,328,2,464,81,1,0,0,4,7,152,17,1,494189,358438,1,1,0,558438,4,4,6,19,161,569,305,153,30510203,3,153,16,46.3,252
253,32.925,3.211003089,312101,9,312,3121,1,1,19520,26022,0,70,1407,1408,328,2,464,81,1,0,0,4,7,152,17,1,494189,358438,1,1,0,558438,4,4,6,19,161,569,305,153,30510203,3,153,16,46.3,253
254,32.975,3.261003089,305102,4,305,3051,22,5,11666,14767,0,95,1407,1408,328,2,464,81,1,0,0,4,7,152,17,1,494189,358438,1,1,0,558438,4,4,6,19,161,569,305,153,30510203,3,153,16,46.3,254
255,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1407,1408,328,2,464,81,1,0,0,4,7,152,17,1,494189,358438,1,1,0,558438,4,4,6,19,161,569,305,153,30510203,3,153,16,46.3,255
322,33.225,3.211003089,305109,4,305,3051,49,5,16570,20975,0,79,1221,1222,1038,2,592,997,8,116,0,4,7,46,25.58,2.3,524327,357710,6,11,6,557710,4,4,6,45,205,530,305,196,30510903,3,196,3.5,46,322
323,33.225,3.261003089,305109,4,305,3051,49,5,16570,20975,0,79,1221,1222,1038,2,592,997,8,116,0,4,7,46,25.58,2.3,524327,357710,6,11,6,557710,4,4,6,45,205,530,305,196,30510903,3,196,3.5,46,323
385,33.175,3.311003089,305109,4,305,3051,49,5,16570,20975,0,79,1230,1231,1049,2,778,728,8,116,0,4,7,46,24.94,7.65,521165,363224,6,11,6,563224,4,4,6,45,205,530,305,196,30510903,3,196,3.5,46,385
386,33.225,3.311003089,305109,4,305,3051,49,5,16570,20975,0,79,1230,1231,1049,2,778,728,8,116,0,4,7,46,24.94,7.65,521165,363224,6,11,6,563224,4,4,6,45,205,530,305,196,30510903,3,196,16,46,386
387,33.175,3.261003089,305109,4,305,3051,49,5,16570,20975,0,79,1230,1231,1049,2,778,728,8,116,0,4,7,46,24.94,7.65,521165,363224,6,11,6,563224,4,4,6,45,205,530,305,196,30510903,3,196,16,46,387
388,33.225,3.261003089,305109,4,305,3051,49,5,16570,20975,0,79,1230,1231,1049,2,778,728,8,116,0,4,7,46,24.94,7.65,521165,363224,6,11,6,563224,4,4,6,45,205,530,305,196,30510903,3,196,3.5,46,388
2943,32.925,3.211003089,312101,9,312,3121,1,1,19520,26022,0,70,4214,3465,188,2,72,618,48,113,0,4,7,46,27.09,4,3,33,6,10,0,559966,4,4,6,23,99,5246,305,94,30510403,3,94,16,46,2943
2944,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4214,3465,188,2,72,618,48,113,0,4,7,46,27.09,4,3,33,6,10,0,559966,4,4,6,23,99,5246,305,94,30510403,3,94,3.5,46,2944
2945,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4214,3465,188,2,72,618,48,113,0,4,7,46,27.09,4,3,33,6,10,0,559966,4,4,6,23,99,5246,305,94,30510403,3,94,16,46,2945
10191,32.975,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,532,533,27,3,902,906,79,0,0,1,7,46,6,15,502044,419298,1,1,0,619298,14,4,12,3,170,280,305,161,30520103,3,161,3.5,46,10191
10192,33.025,3.811003089,305201,4,305,3052,3,13,16543,20941,0,73,532,533,27,3,902,906,79,0,0,1,7,46,6,15,502044,419298,1,1,0,619298,14,4,12,3,170,280,305,161,30520103,3,161,3.5,46,10192
10193,33.025,3.761003089,305201,4,305,3052,3,13,16543,20941,0,73,532,533,27,3,902,906,79,0,0,1,7,46,6,15,502044,419298,1,1,0,619298,14,4,12,3,170,280,305,161,30520103,3,161,3.5,46,10193
10689,32.875,3.311003089,305101,4,305,3051,21,5,0,0,1,0,1395,1396,368,2,73,62,58,114,0,1,7,46,,5.5,488283,362660,6,16,0,562660,4,4,6,18,18,565,305,16,30510101,3,16,3.5,46,10689
10690,32.925,3.311003089,305105,4,305,3051,27,5,8793,11131,0,95,1395,1396,368,2,73,62,58,114,0,1,7,46,,5.5,488283,362660,6,16,0,562660,4,4,6,18,18,565,305,16,30510101,3,16,3.5,46,10690
10691,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1395,1396,368,2,73,62,58,114,0,1,7,46,,5.5,488283,362660,6,16,0,562660,4,4,6,18,18,565,305,16,30510101,3,16,3.5,46,10691
10692,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1395,1396,368,2,73,62,58,114,0,1,7,46,,5.5,488283,362660,6,16,0,562660,4,4,6,18,18,565,305,16,30510101,3,16,16,46,10692
10803,32.875,3.311003089,305101,4,305,3051,21,5,0,0,1,0,1333,1334,470,2,462,312,48,112,0,24,7,46,12.15,9,3,33,6,16,0,563785,4,4,6,18,263,552,305,254,30510106,3,254,3.5,46,10803
10804,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1333,1334,470,2,462,312,48,112,0,24,7,46,12.15,9,3,33,6,16,0,563785,4,4,6,18,263,552,305,254,30510106,3,254,3.5,46,10804
11043,33.325,3.311003089,305108,4,305,3051,43,5,14103,17852,0,77,1086,1087,321,2,898,901,8,116,0,4,7,46,25.27,5.46,538547,367312,6,11,6,567312,4,4,6,40,245,494,305,236,30510804,3,236,3.5,46,11043
11044,33.375,3.311003089,305108,4,305,3051,43,5,14103,17852,0,77,1086,1087,321,2,898,901,8,116,0,4,7,46,25.27,5.46,538547,367312,6,11,6,567312,4,4,6,40,245,494,305,236,30510804,3,236,3.5,46,11044
11045,33.325,3.361003089,305108,4,305,3051,43,5,14103,17852,0,77,1086,1087,321,2,898,901,8,116,0,4,7,46,25.27,5.46,538547,367312,6,11,6,567312,4,4,6,40,245,494,305,236,30510804,3,236,16,46,11045
11046,33.375,3.361003089,305108,4,305,3051,43,5,14103,17852,0,77,1086,1087,321,2,898,901,8,116,0,4,7,46,25.27,5.46,538547,367312,6,11,6,567312,4,4,6,40,245,494,305,236,30510804,3,236,3.5,46,11046
11047,33.325,3.311003089,305108,4,305,3051,43,5,14103,17852,0,77,1095,1096,1007,2,297,319,8,116,0,4,7,46,28.5,6,538547,367812,6,11,6,567812,4,4,6,40,245,494,305,236,30510804,3,236,3.5,46,11047
