,X,Y,S_02_ID_x,DNAE_2002,D_02_ID_x,C_02_ID_x,SNAE_2002_x,CNAE_2002_x,2002_CENSU,PROJ_POP_J,Urban,Cvrg2008,FID_1,FID_1_1,SN,DISTRICT,VILLAGE,SOURCE_NA,FUND_AGENC,YEAR_CONST,SOURCE_TYP,OWNER_TYPE,STATUS,DEPTH,SWL,YIELD,RECEIVED_N,RECEIVED_E,WSSC__EXIS,WSSC_TRAIN,CONTRACTOR,Y_UT200,DNAE_2010,DNAE_2006,CNAE_2006,SNAE_2006,PNAE_2006,FID_2,D_02_ID_y,PNAE_2002,P_02_ID,FTYPE,LABEL_P,DTW,DEPTH_clean,uid,geometry
9005,32.775,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3860,4100,0,1,146,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491611,3,3,14,41,98,928,304,93,30450502,3,93,16,,9005,POINT (32.76920262027594 2.638255959961866)
9004,32.775,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3860,4100,0,1,146,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491611,3,3,14,41,98,928,304,93,30450502,3,93,16,,9004,POINT (32.76920262027594 2.638255959961866)
9003,32.825,2.611003089,307203,6,307,3072,8,8,26745,32520,0,72,3865,4112,0,1,128,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,491497,3,3,14,41,98,928,304,93,30450502,3,93,3.5,,9003,POINT (32.80271346377603 2.63723038929075)
9002,32.825,2.661003089,312103,9,312,3121,12,1,19192,25585,0,40,3865,4112,0,1,128,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,491497,3,3,14,41,98,928,304,93,30450502,3,93,3.5,,9002,POINT (32.80271346377603 2.63723038929075)
9001,32.775,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3865,4112,0,1,128,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,491497,3,3,14,41,98,928,304,93,30450502,3,93,16,,9001,POINT (32.80271346377603 2.63723038929075)
9000,32.775,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3865,4112,0,1,128,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,491497,3,3,14,41,98,928,304,93,30450502,3,93,16,,9000,POINT (32.80271346377603 2.63723038929075)
8999,32.825,2.611003089,307203,6,307,3072,8,8,26745,32520,0,72,3859,4098,0,1,127,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490890,3,3,14,41,98,928,304,93,30450502,3,93,3.5,,8999,POINT (32.8127000228741 2.631740366692314)
8998,32.825,2.661003089,312103,9,312,3121,12,1,19192,25585,0,40,3859,4098,0,1,127,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490890,3,3,14,41,98,928,304,93,30450502,3,93,3.5,,8998,POINT (32.8127000228741 2.631740366692314)
8997,32.775,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3859,4098,0,1,127,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490890,3,3,14,41,98,928,304,93,30450502,3,93,16,,8997,POINT (32.8127000228741 2.631740366692314)
8996,32.775,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3859,4098,0,1,127,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490890,3,3,14,41,98,928,304,93,30450502,3,93,16,,8996,POINT (32.8127000228741 2.631740366692314)
8995,32.825,2.611003089,307203,6,307,3072,8,8,26745,32520,0,72,3979,4099,0,99999,127,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,489341,0,6,7,6,164,928,304,93,30450502,3,93,3.5,,8995,POINT (32.81107382869329 2.61772620272876)
8994,32.825,2.661003089,312103,9,312,3121,12,1,19192,25585,0,40,3979,4099,0,99999,127,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,489341,0,6,7,6,164,928,304,93,30450502,3,93,3.5,,8994,POINT (32.81107382869329 2.61772620272876)
8993,32.775,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3979,4099,0,99999,127,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,489341,0,6,7,6,164,928,304,93,30450502,3,93,16,,8993,POINT (32.81107382869329 2.61772620272876)
8992,32.775,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3857,4092,0,1,677,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493638,3,3,14,41,98,928,304,93,30450502,3,93,16,,8992,POINT (32.73198167685234 2.656586770687505)
8991,32.725,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3857,4092,0,1,677,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493638,3,3,14,41,98,928,304,93,30450502,3,93,3.5,,8991,POINT (32.73198167685234 2.656586770687505)
8990,32.725,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3857,4092,0,1,677,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493638,3,3,14,41,98,928,304,93,30450502,3,93,16,,8990,POINT (32.73198167685234 2.656586770687505)
8989,32.775,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3864,4109,0,1,236,99999,99999,99999,4,99999,7,,,,0,0,99999,99999,0,490248,3,3,14,41,98,928,304,93,30450502,3,93,16,,8989,POINT (32.74573419496862 2.625920255683646)
8988,32.725,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3864,4109,0,1,236,99999,99999,99999,4,99999,7,,,,0,0,99999,99999,0,490248,3,3,14,41,98,928,304,93,30450502,3,93,3.5,,8988,POINT (32.74573419496862 2.625920255683646)
8987,32.775,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3864,4109,0,1,236,99999,99999,99999,4,99999,7,,,,0,0,99999,99999,0,490248,3,3,14,41,98,928,304,93,30450502,3,93,16,,8987,POINT (32.74573419496862 2.625920255683646)
8986,32.725,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3864,4109,0,1,236,99999,99999,99999,4,99999,7,,,,0,0,99999,99999,0,490248,3,3,14,41,98,928,304,93,30450502,3,93,16,,8986,POINT (32.74573419496862 2.625920255683646)
8985,32.775,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3856,4091,0,1,236,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490158,3,3,14,41,98,928,304,93,30450502,3,93,16,,8985,POINT (32.74424101769807 2.625105716534022)
8984,32.725,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3856,4091,0,1,236,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490158,3,3,14,41,98,928,304,93,30450502,3,93,3.5,,8984,POINT (32.74424101769807 2.625105716534022)
8983,32.775,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3856,4091,0,1,236,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490158,3,3,14,41,98,928,304,93,30450502,3,93,16,,8983,POINT (32.74424101769807 2.625105716534022)
8982,32.725,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3856,4091,0,1,236,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490158,3,3,14,41,98,928,304,93,30450502,3,93,16,,8982,POINT (32.74424101769807 2.625105716534022)
8981,32.775,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3855,4090,0,1,236,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490034,3,3,14,41,98,928,304,93,30450502,3,93,16,,8981,POINT (32.74503289609178 2.623984046956414)
8980,32.725,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3855,4090,0,1,236,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490034,3,3,14,41,98,928,304,93,30450502,3,93,3.5,,8980,POINT (32.74503289609178 2.623984046956414)
8979,32.775,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3855,4090,0,1,236,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490034,3,3,14,41,98,928,304,93,30450502,3,93,16,,8979,POINT (32.74503289609178 2.623984046956414)
8978,32.725,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3855,4090,0,1,236,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490034,3,3,14,41,98,928,304,93,30450502,3,93,16,,8978,POINT (32.74503289609178 2.623984046956414)
8977,32.725,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3614,4316,0,1,300,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491878,3,3,14,41,200,904,304,191,30450504,3,191,3.5,,8977,POINT (32.68965835017992 2.640654117410861)
8976,32.675,2.661003089,304505,3,304,3045,45,15,24255,28656,0,51,3614,4316,0,1,300,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491878,3,3,14,41,200,904,304,191,30450504,3,191,3.5,,8976,POINT (32.68965835017992 2.640654117410861)
8975,32.725,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3614,4316,0,1,300,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491878,3,3,14,41,200,904,304,191,30450504,3,191,16,,8975,POINT (32.68965835017992 2.640654117410861)
8974,32.675,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,3614,4316,0,1,300,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491878,3,3,14,41,200,904,304,191,30450504,3,191,3.5,,8974,POINT (32.68965835017992 2.640654117410861)
8973,32.675,2.561003089,302407,2,302,3024,54,17,37529,45895,0,64,4104,4094,0,99999,663,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,485105,0,13,15,48,146,933,304,122,30450503,3,122,3.5,,8973,POINT (32.67653071570506 2.579375552595788)
8972,32.675,2.611003089,304505,3,304,3045,45,15,24255,28656,0,51,4104,4094,0,99999,663,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,485105,0,13,15,48,146,933,304,122,30450503,3,122,3.5,,8972,POINT (32.67653071570506 2.579375552595788)
8971,32.675,2.811003089,304505,3,304,3045,45,15,24255,28656,0,51,2966,4324,0,1,947,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,509980,3,3,14,41,37,840,304,34,30450501,3,34,3.5,,8971,POINT (32.67426703319231 2.804418267636827)
8970,32.675,2.761003089,304505,3,304,3045,45,15,24255,28656,0,51,2966,4324,0,1,947,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,509980,3,3,14,41,37,840,304,34,30450501,3,34,16,,8970,POINT (32.67426703319231 2.804418267636827)
8969,32.725,2.761003089,312103,9,312,3121,12,1,19192,25585,0,40,2950,2701,445,1,443,428,46,117,7,4,7,,,,0,0,99999,99999,0,502480,3,3,14,41,37,840,304,34,30450501,3,34,3.5,,8969,POINT (32.686008402874 2.73656925263577)
8968,32.725,2.711003089,304505,3,304,3045,45,15,24255,28656,0,51,2950,2701,445,1,443,428,46,117,7,4,7,,,,0,0,99999,99999,0,502480,3,3,14,41,37,840,304,34,30450501,3,34,3.5,,8968,POINT (32.686008402874 2.73656925263577)
8967,32.675,2.711003089,304505,3,304,3045,45,15,24255,28656,0,51,2950,2701,445,1,443,428,46,117,7,4,7,,,,0,0,99999,99999,0,502480,3,3,14,41,37,840,304,34,30450501,3,34,16,,8967,POINT (32.686008402874 2.73656925263577)
8966,32.675,2.761003089,304505,3,304,3045,45,15,24255,28656,0,51,2950,2701,445,1,443,428,46,117,7,4,7,,,,0,0,99999,99999,0,502480,3,3,14,41,37,840,304,34,30450501,3,34,16,,8966,POINT (32.686008402874 2.73656925263577)
8965,32.725,2.761003089,312103,9,312,3121,12,1,19192,25585,0,40,2964,4116,0,1,555,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,502244,3,3,14,41,37,840,304,34,30450501,3,34,3.5,,8965,POINT (32.70271600510053 2.734438443185602)
8964,32.725,2.711003089,304505,3,304,3045,45,15,24255,28656,0,51,2964,4116,0,1,555,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,502244,3,3,14,41,37,840,304,34,30450501,3,34,3.5,,8964,POINT (32.70271600510053 2.734438443185602)
8963,32.675,2.711003089,304505,3,304,3045,45,15,24255,28656,0,51,2964,4116,0,1,555,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,502244,3,3,14,41,37,840,304,34,30450501,3,34,16,,8963,POINT (32.70271600510053 2.734438443185602)
8962,32.675,2.761003089,304505,3,304,3045,45,15,24255,28656,0,51,2964,4116,0,1,555,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,502244,3,3,14,41,37,840,304,34,30450501,3,34,16,,8962,POINT (32.70271600510053 2.734438443185602)
8961,32.675,2.711003089,304505,3,304,3045,45,15,24255,28656,0,51,2951,2702,551,1,917,994,66,115,2,4,7,,,,0,0,99999,99999,0,501590,3,3,14,41,37,840,304,34,30450501,3,34,16,,8961,POINT (32.67166969643733 2.728513600941611)
8960,32.675,2.761003089,304505,3,304,3045,45,15,24255,28656,0,51,2951,2702,551,1,917,994,66,115,2,4,7,,,,0,0,99999,99999,0,501590,3,3,14,41,37,840,304,34,30450501,3,34,16,,8960,POINT (32.67166969643733 2.728513600941611)
8959,32.675,2.711003089,304505,3,304,3045,45,15,24255,28656,0,51,2956,4080,0,1,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,503392,3,3,14,41,37,840,304,34,30450501,3,34,16,,8959,POINT (32.66641110052812 2.744814756041253)
8958,32.675,2.761003089,304505,3,304,3045,45,15,24255,28656,0,51,2956,4080,0,1,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,503392,3,3,14,41,37,840,304,34,30450501,3,34,16,,8958,POINT (32.66641110052812 2.744814756041253)
8957,32.625,2.761003089,304505,3,304,3045,45,15,24255,28656,0,51,2956,4080,0,1,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,503392,3,3,14,41,37,840,304,34,30450501,3,34,3.5,,8957,POINT (32.66641110052812 2.744814756041253)
8956,32.675,2.711003089,304505,3,304,3045,45,15,24255,28656,0,51,2959,4088,0,1,24,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502650,3,3,14,41,37,840,304,34,30450501,3,34,16,,8956,POINT (32.66647593710565 2.738101935641391)
8955,32.625,2.711003089,304505,3,304,3045,45,15,24255,28656,0,51,2959,4088,0,1,24,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502650,3,3,14,41,37,840,304,34,30450501,3,34,16,,8955,POINT (32.66647593710565 2.738101935641391)
8954,32.675,2.761003089,304505,3,304,3045,45,15,24255,28656,0,51,2959,4088,0,1,24,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502650,3,3,14,41,37,840,304,34,30450501,3,34,16,,8954,POINT (32.66647593710565 2.738101935641391)
8953,32.625,2.761003089,304505,3,304,3045,45,15,24255,28656,0,51,2959,4088,0,1,24,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,502650,3,3,14,41,37,840,304,34,30450501,3,34,3.5,,8953,POINT (32.66647593710565 2.738101935641391)
8952,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3901,3953,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491476,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8952,POINT (32.56894167279884 2.636981090676334)
8951,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3901,3953,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491476,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8951,POINT (32.56894167279884 2.636981090676334)
8950,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3900,3952,0,1,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491346,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8950,POINT (32.56968874101278 2.635805257964714)
8949,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3900,3952,0,1,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491346,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8949,POINT (32.56968874101278 2.635805257964714)
8948,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3899,3950,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491331,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8948,POINT (32.56795257037923 2.635668950747581)
8947,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3899,3950,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491331,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8947,POINT (32.56795257037923 2.635668950747581)
8946,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3902,3954,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490938,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8946,POINT (32.5695370771771 2.632114084002008)
8945,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3902,3954,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490938,3,3,14,27,49,934,304,46,30450401,3,46,16,,8945,POINT (32.5695370771771 2.632114084002008)
8944,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3902,3954,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490938,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8944,POINT (32.5695370771771 2.632114084002008)
8943,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3903,3955,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490911,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8943,POINT (32.56624465576743 2.631868671951804)
8942,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3903,3955,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490911,3,3,14,27,49,934,304,46,30450401,3,46,16,,8942,POINT (32.56624465576743 2.631868671951804)
8941,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3903,3955,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490911,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8941,POINT (32.56624465576743 2.631868671951804)
8940,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3910,3977,0,1,712,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,490450,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8940,POINT (32.57024026985943 2.627699456558371)
8939,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3910,3977,0,1,712,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,490450,3,3,14,27,49,934,304,46,30450401,3,46,16,,8939,POINT (32.57024026985943 2.627699456558371)
8938,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3910,3977,0,1,712,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,490450,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8938,POINT (32.57024026985943 2.627699456558371)
8937,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3914,4084,0,1,723,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493061,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8937,POINT (32.55132246492141 2.651314077091722)
8936,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3914,4084,0,1,723,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493061,3,3,14,27,49,934,304,46,30450401,3,46,16,,8936,POINT (32.55132246492141 2.651314077091722)
8935,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3914,4084,0,1,723,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493061,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8935,POINT (32.55132246492141 2.651314077091722)
8934,32.525,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3914,4084,0,1,723,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493061,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8934,POINT (32.55132246492141 2.651314077091722)
8933,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3898,3949,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491459,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8933,POINT (32.56244665069072 2.636825016160133)
8932,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3898,3949,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491459,3,3,14,27,49,934,304,46,30450401,3,46,16,,8932,POINT (32.56244665069072 2.636825016160133)
8931,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3898,3949,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491459,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8931,POINT (32.56244665069072 2.636825016160133)
8930,32.525,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3898,3949,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491459,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8930,POINT (32.56244665069072 2.636825016160133)
8929,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3905,3966,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491396,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8929,POINT (32.55489026336748 2.636252371843117)
8928,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3905,3966,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491396,3,3,14,27,49,934,304,46,30450401,3,46,16,,8928,POINT (32.55489026336748 2.636252371843117)
8927,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3905,3966,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491396,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8927,POINT (32.55489026336748 2.636252371843117)
8926,32.525,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3905,3966,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491396,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8926,POINT (32.55489026336748 2.636252371843117)
8925,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3896,3943,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491366,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8925,POINT (32.56330155882009 2.635983960126504)
8924,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3896,3943,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491366,3,3,14,27,49,934,304,46,30450401,3,46,16,,8924,POINT (32.56330155882009 2.635983960126504)
8923,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3896,3943,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491366,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8923,POINT (32.56330155882009 2.635983960126504)
8922,32.525,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3896,3943,0,1,712,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491366,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8922,POINT (32.56330155882009 2.635983960126504)
8921,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3906,3967,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491339,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8921,POINT (32.55641975447553 2.635737250083869)
8920,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3906,3967,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491339,3,3,14,27,49,934,304,46,30450401,3,46,16,,8920,POINT (32.55641975447553 2.635737250083869)
8919,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3906,3967,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491339,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8919,POINT (32.55641975447553 2.635737250083869)
8918,32.525,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3906,3967,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491339,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8918,POINT (32.55641975447553 2.635737250083869)
8917,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3908,3970,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491336,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8917,POINT (32.56701697671278 2.635713858442145)
8916,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3908,3970,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491336,3,3,14,27,49,934,304,46,30450401,3,46,16,,8916,POINT (32.56701697671278 2.635713858442145)
8915,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3908,3970,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491336,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8915,POINT (32.56701697671278 2.635713858442145)
8914,32.525,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3908,3970,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491336,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8914,POINT (32.56701697671278 2.635713858442145)
8913,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3913,3980,0,1,421,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,491272,3,3,14,27,49,934,304,46,30450401,3,46,16,,8913,POINT (32.51914994737025 2.635117209535034)
8912,32.525,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3913,3980,0,1,421,99999,99999,99999,8,99999,7,,,,0,0,99999,99999,0,491272,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8912,POINT (32.51914994737025 2.635117209535034)
8911,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3895,3942,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491194,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8911,POINT (32.56190773222492 2.634427408664579)
8910,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3895,3942,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491194,3,3,14,27,49,934,304,46,30450401,3,46,16,,8910,POINT (32.56190773222492 2.634427408664579)
8909,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3895,3942,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491194,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8909,POINT (32.56190773222492 2.634427408664579)
8908,32.525,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3895,3942,0,1,727,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491194,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8908,POINT (32.56190773222492 2.634427408664579)
8907,32.575,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3909,3971,0,1,727,99999,99999,99999,4,99999,7,,,,0,0,99999,99999,0,491175,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8907,POINT (32.56096322014402 2.634255184222982)
8906,32.525,2.611003089,302406,2,302,3024,44,17,35043,42855,0,67,3909,3971,0,1,727,99999,99999,99999,4,99999,7,,,,0,0,99999,99999,0,491175,3,3,14,27,49,934,304,46,30450401,3,46,16,,8906,POINT (32.56096322014402 2.634255184222982)
8905,32.575,2.661003089,304504,3,304,3045,31,15,18316,21640,0,77,3909,3971,0,1,727,99999,99999,99999,4,99999,7,,,,0,0,99999,99999,0,491175,3,3,14,27,49,934,304,46,30450401,3,46,3.5,,8905,POINT (32.56096322014402 2.634255184222982)
