,X,Y,S_02_ID_x,DNAE_2002,D_02_ID_x,C_02_ID_x,SNAE_2002_x,CNAE_2002_x,2002_CENSU,PROJ_POP_J,Urban,Cvrg2008,FID_1,FID_1_1,SN,DISTRICT,VILLAGE,SOURCE_NA,FUND_AGENC,YEAR_CONST,SOURCE_TYP,OWNER_TYPE,STATUS,DEPTH,SWL,YIELD,RECEIVED_N,RECEIVED_E,WSSC__EXIS,WSSC_TRAIN,CONTRACTOR,Y_UT200,DNAE_2010,DNAE_2006,CNAE_2006,SNAE_2006,PNAE_2006,FID_2,D_02_ID_y,PNAE_2002,P_02_ID,FTYPE,LABEL_P,DTW,DEPTH_clean,uid,geometry
11682,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,4199,3450,207,2,914,988,87,116,0,4,7,54.22,18,2,485081,354977,6,16,2,554977,4,4,5,22,77,5218,305,72,30510401,3,72,16,54.22,11682,POINT (32.86571735320148 3.211545659764906)
11681,32.825,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,4199,3450,207,2,914,988,87,116,0,4,7,54.22,18,2,485081,354977,6,16,2,554977,4,4,5,22,77,5218,305,72,30510401,3,72,16,54.22,11681,POINT (32.86571735320148 3.211545659764906)
11678,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4220,3471,194,2,72,83,52,79,0,16,7,,,,488679,360709,99999,4,0,560709,4,4,5,22,99,5246,305,94,30510403,3,94,16,,11678,POINT (32.89809694000883 3.263406876987474)
11677,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4220,3471,194,2,72,83,52,79,0,16,7,,,,488679,360709,99999,4,0,560709,4,4,5,22,99,5246,305,94,30510403,3,94,3.5,,11677,POINT (32.89809694000883 3.263406876987474)
11676,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4218,3469,192,2,71,82,52,113,0,16,7,,,,488642,360543,2,4,0,560543,4,4,5,22,99,5246,305,94,30510403,3,94,16,,11676,POINT (32.89776404615536 3.261905040223212)
11675,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4218,3469,192,2,71,82,52,113,0,16,7,,,,488642,360543,2,4,0,560543,4,4,5,22,99,5246,305,94,30510403,3,94,3.5,,11675,POINT (32.89776404615536 3.261905040223212)
11674,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4217,3468,191,2,72,243,79,113,3,4,7,77.52,20.24,6.1,488831,360409,6,16,19,560409,4,4,5,22,99,5246,305,94,30510403,3,94,16,77.52,11674,POINT (32.89946539697448 3.260692913626749)
11673,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4217,3468,191,2,72,243,79,113,3,4,7,77.52,20.24,6.1,488831,360409,6,16,19,560409,4,4,5,22,99,5246,305,94,30510403,3,94,3.5,77.52,11673,POINT (32.89946539697448 3.260692913626749)
11672,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4216,3467,190,2,72,242,79,113,0,4,7,82.16,25.2,1.7,489027,360371,6,16,19,560371,4,4,5,22,99,5246,305,94,30510403,3,94,16,82.16,11672,POINT (32.90122966744399 3.260349302808457)
11671,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4216,3467,190,2,72,242,79,113,0,4,7,82.16,25.2,1.7,489027,360371,6,16,19,560371,4,4,5,22,99,5246,305,94,30510403,3,94,3.5,82.16,11671,POINT (32.90122966744399 3.260349302808457)
11670,32.925,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4215,3466,189,2,72,59,58,113,0,4,7,70,,1.07,489513,360127,6,10,0,560127,4,4,5,22,99,5246,305,94,30510403,3,94,16,70,11670,POINT (32.90560445958175 3.258142254463261)
11669,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,4215,3466,189,2,72,59,58,113,0,4,7,70,,1.07,489513,360127,6,10,0,560127,4,4,5,22,99,5246,305,94,30510403,3,94,3.5,70,11669,POINT (32.90560445958175 3.258142254463261)
11668,32.825,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1432,1433,252,2,665,629,58,115,0,4,7,45.59,15,3,479588,355349,6,10,15,555349,4,4,5,22,98,571,305,93,30510402,3,93,16,45.59,11668,POINT (32.81627561127723 3.214903410735105)
11667,32.775,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1432,1433,252,2,665,629,58,115,0,4,7,45.59,15,3,479588,355349,6,10,15,555349,4,4,5,22,98,571,305,93,30510402,3,93,3.5,45.59,11667,POINT (32.81627561127723 3.214903410735105)
11666,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1432,1433,252,2,665,629,58,115,0,4,7,45.59,15,3,479588,355349,6,10,15,555349,4,4,5,22,98,571,305,93,30510402,3,93,3.5,45.59,11666,POINT (32.81627561127723 3.214903410735105)
11662,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1425,1426,225,2,492,848,99999,0,0,4,7,,,,483827,360865,5,9,0,560865,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11662,POINT (32.85442279165447 3.264812810707192)
11661,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1425,1426,225,2,492,848,99999,0,0,4,7,,,,483827,360865,5,9,0,560865,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11661,POINT (32.85442279165447 3.264812810707192)
11660,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1424,1425,224,2,491,99999,99999,99999,0,99999,7,,,,360191,484532,5,9,0,560191,4,4,5,22,98,571,305,93,30510402,3,93,16,,11660,POINT (32.8607694984794 3.258716040438187)
11659,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1424,1425,224,2,491,99999,99999,99999,0,99999,7,,,,360191,484532,5,9,0,560191,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11659,POINT (32.8607694984794 3.258716040438187)
11658,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1424,1425,224,2,491,99999,99999,99999,0,99999,7,,,,360191,484532,5,9,0,560191,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11658,POINT (32.8607694984794 3.258716040438187)
11657,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1423,1424,223,2,416,856,87,115,0,4,7,51,21,1,483909,359786,6,16,6,559786,4,4,5,22,98,571,305,93,30510402,3,93,16,51,11657,POINT (32.85516228868139 3.25505121469203)
11656,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1423,1424,223,2,416,856,87,115,0,4,7,51,21,1,483909,359786,6,16,6,559786,4,4,5,22,98,571,305,93,30510402,3,93,3.5,51,11656,POINT (32.85516228868139 3.25505121469203)
11655,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1423,1424,223,2,416,856,87,115,0,4,7,51,21,1,483909,359786,6,16,6,559786,4,4,5,22,98,571,305,93,30510402,3,93,3.5,51,11655,POINT (32.85516228868139 3.25505121469203)
11654,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1422,1423,222,2,416,99999,99999,99999,0,99999,7,,,,359377,484543,6,9,0,559377,4,4,5,22,98,571,305,93,30510402,3,93,16,,11654,POINT (32.86086952167767 3.251351801108633)
11653,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1422,1423,222,2,416,99999,99999,99999,0,99999,7,,,,359377,484543,6,9,0,559377,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11653,POINT (32.86086952167767 3.251351801108633)
11652,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1422,1423,222,2,416,99999,99999,99999,0,99999,7,,,,359377,484543,6,9,0,559377,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11652,POINT (32.86086952167767 3.251351801108633)
11651,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1435,1436,255,2,666,841,99999,0,0,99999,7,40.3,15,1,484540,359375,6,10,0,559375,4,4,5,22,98,571,305,93,30510402,3,93,16,40.3,11651,POINT (32.86084252081878 3.251333703381116)
11650,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1435,1436,255,2,666,841,99999,0,0,99999,7,40.3,15,1,484540,359375,6,10,0,559375,4,4,5,22,98,571,305,93,30510402,3,93,3.5,40.3,11650,POINT (32.86084252081878 3.251333703381116)
11649,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1435,1436,255,2,666,841,99999,0,0,99999,7,40.3,15,1,484540,359375,6,10,0,559375,4,4,5,22,98,571,305,93,30510402,3,93,3.5,40.3,11649,POINT (32.86084252081878 3.251333703381116)
11648,32.825,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1434,1435,254,2,648,612,79,116,0,4,7,52,22.06,3,482235,359351,6,16,6,559351,4,4,5,22,98,571,305,93,30510402,3,93,16,52,11648,POINT (32.84009499983528 3.251113489040985)
11647,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1434,1435,254,2,648,612,79,116,0,4,7,52,22.06,3,482235,359351,6,16,6,559351,4,4,5,22,98,571,305,93,30510402,3,93,3.5,52,11647,POINT (32.84009499983528 3.251113489040985)
11646,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1434,1435,254,2,648,612,79,116,0,4,7,52,22.06,3,482235,359351,6,16,6,559351,4,4,5,22,98,571,305,93,30510402,3,93,3.5,52,11646,POINT (32.84009499983528 3.251113489040985)
11645,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1421,1422,221,2,416,99999,99999,99999,0,99999,7,,,,359306,484550,6,16,0,559306,4,4,5,22,98,571,305,93,30510402,3,93,16,,11645,POINT (32.86093261743582 3.250709473205634)
11644,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1421,1422,221,2,416,99999,99999,99999,0,99999,7,,,,359306,484550,6,16,0,559306,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11644,POINT (32.86093261743582 3.250709473205634)
11643,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1421,1422,221,2,416,99999,99999,99999,0,99999,7,,,,359306,484550,6,16,0,559306,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11643,POINT (32.86093261743582 3.250709473205634)
11642,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1420,1421,220,2,698,99999,99999,99999,0,99999,11,,,,358240,484563,5,9,0,558240,4,4,5,22,98,571,305,93,30510402,3,93,16,,11642,POINT (32.86105094937516 3.241065392015729)
11641,32.825,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1420,1421,220,2,698,99999,99999,99999,0,99999,11,,,,358240,484563,5,9,0,558240,4,4,5,22,98,571,305,93,30510402,3,93,16,,11641,POINT (32.86105094937516 3.241065392015729)
11640,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1420,1421,220,2,698,99999,99999,99999,0,99999,11,,,,358240,484563,5,9,0,558240,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11640,POINT (32.86105094937516 3.241065392015729)
11639,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1420,1421,220,2,698,99999,99999,99999,0,99999,11,,,,358240,484563,5,9,0,558240,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11639,POINT (32.86105094937516 3.241065392015729)
11638,32.825,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1437,1438,258,2,475,99999,99999,99999,0,4,5,,,,357700,480910,1,2,18,557700,4,4,5,22,98,571,305,93,30510402,3,93,16,,11638,POINT (32.82817106469793 3.23617495389306)
11637,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1437,1438,258,2,475,99999,99999,99999,0,4,5,,,,357700,480910,1,2,18,557700,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11637,POINT (32.82817106469793 3.23617495389306)
11636,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1419,1420,219,2,699,654,66,112,0,99999,7,,,,484486,357282,6,15,0,557282,4,4,5,22,98,571,305,93,30510402,3,93,16,,11636,POINT (32.86035905728876 3.232398273111027)
11635,32.825,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1419,1420,219,2,699,654,66,112,0,99999,7,,,,484486,357282,6,15,0,557282,4,4,5,22,98,571,305,93,30510402,3,93,16,,11635,POINT (32.86035905728876 3.232398273111027)
11634,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1419,1420,219,2,699,654,66,112,0,99999,7,,,,484486,357282,6,15,0,557282,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11634,POINT (32.86035905728876 3.232398273111027)
11633,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1419,1420,219,2,699,654,66,112,0,99999,7,,,,484486,357282,6,15,0,557282,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11633,POINT (32.86035905728876 3.232398273111027)
11632,32.875,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1418,1419,218,2,699,99999,7,116,0,99999,7,,,,357231,483348,4,5,0,557231,4,4,5,22,98,571,305,93,30510402,3,93,16,,11632,POINT (32.85011605169135 3.231935409692195)
11631,32.825,3.211003089,305104,4,305,3051,26,5,10663,13498,0,95,1418,1419,218,2,699,99999,7,116,0,99999,7,,,,357231,483348,4,5,0,557231,4,4,5,22,98,571,305,93,30510402,3,93,16,,11631,POINT (32.85011605169135 3.231935409692195)
11630,32.875,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1418,1419,218,2,699,99999,7,116,0,99999,7,,,,357231,483348,4,5,0,557231,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11630,POINT (32.85011605169135 3.231935409692195)
11629,32.825,3.261003089,305104,4,305,3051,26,5,10663,13498,0,95,1418,1419,218,2,699,99999,7,116,0,99999,7,,,,357231,483348,4,5,0,557231,4,4,5,22,98,571,305,93,30510402,3,93,3.5,,11629,POINT (32.85011605169135 3.231935409692195)
11626,33.075,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3757,3191,1441,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493535,9,9,1,66,157,918,312,149,31210903,3,149,3.5,,11626,POINT (33.05247567262246 2.655683017072152)
11625,33.025,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3757,3191,1441,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493535,9,9,1,66,157,918,312,149,31210903,3,149,16,,11625,POINT (33.05247567262246 2.655683017072152)
11624,33.025,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3681,3152,1425,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,494247,9,9,1,66,27,909,312,25,31210901,3,25,16,,11624,POINT (32.99973910464375 2.662125684903691)
11623,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3681,3152,1425,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,494247,9,9,1,66,27,909,312,25,31210901,3,25,16,,11623,POINT (32.99973910464375 2.662125684903691)
11622,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3830,3254,1439,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,494149,9,9,1,66,29,924,312,27,31210902,3,27,16,,11622,POINT (32.94065985414503 2.661237632587601)
11621,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3830,3254,1439,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,494149,9,9,1,66,29,924,312,27,31210902,3,27,16,,11621,POINT (32.94065985414503 2.661237632587601)
11620,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3828,3252,1434,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,494084,9,9,1,66,29,924,312,27,31210902,3,27,16,,11620,POINT (32.96779295807596 2.660650582154662)
11619,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3828,3252,1434,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,494084,9,9,1,66,29,924,312,27,31210902,3,27,16,,11619,POINT (32.96779295807596 2.660650582154662)
11618,33.075,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3673,3144,1410,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,494452,9,9,1,66,27,909,312,25,31210901,3,25,3.5,,11618,POINT (33.02632348024071 2.66398006139881)
11617,33.025,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3673,3144,1410,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,494452,9,9,1,66,27,909,312,25,31210901,3,25,16,,11617,POINT (33.02632348024071 2.66398006139881)
11616,33.025,2.711003089,312109,9,312,3121,72,1,14396,19191,0,57,3673,3144,1410,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,494452,9,9,1,66,27,909,312,25,31210901,3,25,3.5,,11616,POINT (33.02632348024071 2.66398006139881)
11615,33.025,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3674,3145,1411,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491896,9,9,1,66,27,909,312,25,31210901,3,25,16,,11615,POINT (33.01972874946726 2.640855750134624)
11614,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3674,3145,1411,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491896,9,9,1,66,27,909,312,25,31210901,3,25,16,,11614,POINT (33.01972874946726 2.640855750134624)
11613,33.025,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3674,3145,1411,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491896,9,9,1,66,27,909,312,25,31210901,3,25,16,,11613,POINT (33.01972874946726 2.640855750134624)
11612,33.075,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3753,3187,1406,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,488484,9,9,1,66,157,918,312,149,31210903,3,149,3.5,,11612,POINT (33.05788036477026 2.609985784730665)
11611,33.025,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3753,3187,1406,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,488484,9,9,1,66,157,918,312,149,31210903,3,149,16,,11611,POINT (33.05788036477026 2.609985784730665)
11610,33.075,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3755,3189,1433,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,488483,9,9,1,66,157,918,312,149,31210903,3,149,3.5,,11610,POINT (33.05788036435642 2.609976737610002)
11609,33.025,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3755,3189,1433,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,488483,9,9,1,66,157,918,312,149,31210903,3,149,16,,11609,POINT (33.05788036435642 2.609976737610002)
11608,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3826,3250,1427,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493342,9,9,1,66,29,924,312,27,31210902,3,27,16,,11608,POINT (32.95056516014189 2.653937049806562)
11607,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3826,3250,1427,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493342,9,9,1,66,29,924,312,27,31210902,3,27,16,,11607,POINT (32.95056516014189 2.653937049806562)
11606,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3826,3250,1427,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493342,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11606,POINT (32.95056516014189 2.653937049806562)
11605,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3829,3253,1436,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493737,9,9,1,66,29,924,312,27,31210902,3,27,16,,11605,POINT (32.96629064792341 2.657511192356139)
11604,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3829,3253,1436,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493737,9,9,1,66,29,924,312,27,31210902,3,27,16,,11604,POINT (32.96629064792341 2.657511192356139)
11603,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3829,3253,1436,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493737,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11603,POINT (32.96629064792341 2.657511192356139)
11602,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3821,3245,1413,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493732,9,9,1,66,29,924,312,27,31210902,3,27,16,,11602,POINT (32.96592179854427 2.657465946598306)
11601,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3821,3245,1413,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493732,9,9,1,66,29,924,312,27,31210902,3,27,16,,11601,POINT (32.96592179854427 2.657465946598306)
11600,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3821,3245,1413,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493732,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11600,POINT (32.96592179854427 2.657465946598306)
11599,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3831,3255,1440,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493651,9,9,1,66,29,924,312,27,31210902,3,27,16,,11599,POINT (32.96659654495867 2.656733148655638)
11598,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3831,3255,1440,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493651,9,9,1,66,29,924,312,27,31210902,3,27,16,,11598,POINT (32.96659654495867 2.656733148655638)
11597,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3831,3255,1440,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493651,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11597,POINT (32.96659654495867 2.656733148655638)
11596,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3835,3259,1451,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493636,9,9,1,66,29,924,312,27,31210902,3,27,16,,11596,POINT (32.96528308151316 2.656597405506692)
11595,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3835,3259,1451,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493636,9,9,1,66,29,924,312,27,31210902,3,27,16,,11595,POINT (32.96528308151316 2.656597405506692)
11594,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3835,3259,1451,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493636,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11594,POINT (32.96528308151316 2.656597405506692)
11593,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3822,3246,1420,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493631,9,9,1,66,29,924,312,27,31210902,3,27,16,,11593,POINT (32.96579587470254 2.656552184297957)
11592,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3822,3246,1420,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493631,9,9,1,66,29,924,312,27,31210902,3,27,16,,11592,POINT (32.96579587470254 2.656552184297957)
11591,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3822,3246,1420,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493631,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11591,POINT (32.96579587470254 2.656552184297957)
11590,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3836,3260,1486,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493424,9,9,1,66,29,924,312,27,31210902,3,27,16,,11590,POINT (32.96357383123142 2.654679367275419)
11589,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3836,3260,1486,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493424,9,9,1,66,29,924,312,27,31210902,3,27,16,,11589,POINT (32.96357383123142 2.654679367275419)
11588,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3836,3260,1486,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493424,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11588,POINT (32.96357383123142 2.654679367275419)
11587,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3827,3251,1428,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493369,9,9,1,66,29,924,312,27,31210902,3,27,16,,11587,POINT (32.95983137166812 2.654181659346468)
11586,32.925,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3827,3251,1428,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493369,9,9,1,66,29,924,312,27,31210902,3,27,16,,11586,POINT (32.95983137166812 2.654181659346468)
11585,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3827,3251,1428,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,493369,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11585,POINT (32.95983137166812 2.654181659346468)
11584,33.025,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3824,3248,1424,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491479,9,9,1,66,29,924,312,27,31210902,3,27,16,,11584,POINT (32.98434659332381 2.63708315908106)
11583,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3824,3248,1424,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491479,9,9,1,66,29,924,312,27,31210902,3,27,16,,11583,POINT (32.98434659332381 2.63708315908106)
11582,33.025,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3824,3248,1424,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491479,9,9,1,66,29,924,312,27,31210902,3,27,16,,11582,POINT (32.98434659332381 2.63708315908106)
11581,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3824,3248,1424,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491479,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11581,POINT (32.98434659332381 2.63708315908106)
11580,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3833,3257,1444,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491027,9,9,1,66,29,924,312,27,31210902,3,27,16,,11580,POINT (32.97215681938204 2.632993646476481)
11579,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3833,3257,1444,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491027,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11579,POINT (32.97215681938204 2.632993646476481)
11578,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3823,3247,1421,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491026,9,9,1,66,29,924,312,27,31210902,3,27,16,,11578,POINT (32.97036657970576 2.63298455787214)
11577,32.975,2.611003089,312109,9,312,3121,72,1,14396,19191,0,57,3823,3247,1421,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,491026,9,9,1,66,29,924,312,27,31210902,3,27,3.5,,11577,POINT (32.97036657970576 2.63298455787214)
11576,32.975,2.661003089,312109,9,312,3121,72,1,14396,19191,0,57,3694,3165,1482,4,99999,99999,99999,99999,0,99999,7,,,,0,0,99999,99999,0,490430,9,9,1,66,27,909,312,25,31210901,3,25,16,,11576,POINT (32.98672169335411 2.627592756030424)
